,iata_departure,iata_arrival,seats,airline,group_col
17793,NAT,JPA,186.0,GLO,"('JPA', 'NAT')"
17794,NAT,POA,176.0,GLO,"('NAT', 'POA')"
17795,NAT,BPS,,GLO,"('BPS', 'NAT')"
17796,NAT,REC,186.0,GLO,"('NAT', 'REC')"
17797,NAT,REC,834.0,GLO,"('NAT', 'REC')"
17798,NAT,SSA,1992.0,GLO,"('NAT', 'SSA')"
17799,SLZ,BSB,186.0,GLO,"('BSB', 'SLZ')"
17800,SLZ,BSB,9378.0,GLO,"('BSB', 'SLZ')"
17801,SLZ,FOR,2826.0,GLO,"('FOR', 'SLZ')"
17802,SLZ,GIG,372.0,GLO,"('GIG', 'SLZ')"
17803,SLZ,GIG,4044.0,GLO,"('GIG', 'SLZ')"
17804,SLZ,GRU,4464.0,GLO,"('GRU', 'SLZ')"
17805,SLZ,VCP,186.0,GLO,"('SLZ', 'VCP')"
17806,STM,BEL,2826.0,GLO,"('BEL', 'STM')"
17807,STM,BEL,558.0,GLO,"('BEL', 'STM')"
17808,STM,BSB,,GLO,"('BSB', 'STM')"
17809,STM,MAO,558.0,GLO,"('MAO', 'STM')"
17810,STM,MAO,4416.0,GLO,"('MAO', 'STM')"
17811,STM,FOR,,GLO,"('FOR', 'STM')"
17812,CGH,AJU,510.0,GLO,"('AJU', 'CGH')"
17813,CGH,AJU,5334.0,GLO,"('AJU', 'CGH')"
17814,CGH,BSB,45264.0,GLO,"('BSB', 'CGH')"
17815,CGH,CNF,186.0,GLO,"('CGH', 'CNF')"
17816,CGH,CNF,35214.0,GLO,"('CGH', 'CNF')"
17817,CGH,CGR,8784.0,GLO,"('CGH', 'CGR')"
17818,CGH,CLV,3300.0,GLO,"('CGH', 'CLV')"
17819,CGH,CWB,31830.0,GLO,"('CGH', 'CWB')"
17820,CGH,CXJ,7176.0,GLO,"('CGH', 'CXJ')"
17821,CGH,CGB,186.0,GLO,"('CGB', 'CGH')"
17822,CGH,PPB,13896.0,GLO,"('CGH', 'PPB')"
17823,CGH,IGU,372.0,GLO,"('CGH', 'IGU')"
17824,CGH,IGU,5532.0,GLO,"('CGH', 'IGU')"
17825,CGH,FLN,23226.0,GLO,"('CGH', 'FLN')"
17826,CGH,FOR,6510.0,GLO,"('CGH', 'FOR')"
17827,CGH,GIG,186.0,GLO,"('CGH', 'GIG')"
17828,CGH,GIG,18342.0,GLO,"('CGH', 'GIG')"
17829,CGH,GYN,372.0,GLO,"('CGH', 'GYN')"
17830,CGH,GYN,18354.0,GLO,"('CGH', 'GYN')"
17831,CGH,GRU,744.0,GLO,"('CGH', 'GRU')"
17832,CGH,GRU,,GLO,"('CGH', 'GRU')"
17833,CGH,IOS,4602.0,GLO,"('CGH', 'IOS')"
17834,CGH,JPA,5244.0,GLO,"('CGH', 'JPA')"
17835,CGH,JOI,8460.0,GLO,"('CGH', 'JOI')"
17836,CGH,LDB,14178.0,GLO,"('CGH', 'LDB')"
17837,CGH,MGF,372.0,GLO,"('CGH', 'MGF')"
17838,CGH,MGF,13146.0,GLO,"('CGH', 'MGF')"
17839,CGH,MCZ,186.0,GLO,"('CGH', 'MCZ')"
17840,CGH,MCZ,6864.0,GLO,"('CGH', 'MCZ')"
17841,CGH,NVT,186.0,GLO,"('CGH', 'NVT')"
17842,CGH,NVT,24588.0,GLO,"('CGH', 'NVT')"
17843,CGH,POA,186.0,GLO,"('CGH', 'POA')"
17844,CGH,POA,324.0,GLO,"('CGH', 'POA')"
17845,CGH,POA,45900.0,GLO,"('CGH', 'POA')"
17846,CGH,BPS,186.0,GLO,"('BPS', 'CGH')"
17847,CGH,BPS,5208.0,GLO,"('BPS', 'CGH')"
17848,CGH,REC,25710.0,GLO,"('CGH', 'REC')"
17849,CGH,SDU,108822.0,GLO,"('CGH', 'SDU')"
17850,CGH,NAT,186.0,GLO,"('CGH', 'NAT')"
17851,CGH,CGH,,GLO,"('CGH', 'CGH')"
17852,CGH,SSA,186.0,GLO,"('CGH', 'SSA')"
17853,CGH,SSA,558.0,GLO,"('CGH', 'SSA')"
17854,CGH,SSA,27840.0,GLO,"('CGH', 'SSA')"
17855,CGH,UDI,17610.0,GLO,"('CGH', 'UDI')"
17856,CGH,VIX,13848.0,GLO,"('CGH', 'VIX')"
17857,CGH,IZA,4554.0,GLO,"('CGH', 'IZA')"
17858,SSA,EZE,176.0,GLO,"('EZE', 'SSA')"
17859,SSA,EZE,704.0,GLO,"('EZE', 'SSA')"
17860,SSA,AJU,186.0,GLO,"('AJU', 'SSA')"
17861,SSA,BSB,1254.0,GLO,"('BSB', 'SSA')"
17862,SSA,BSB,11112.0,GLO,"('BSB', 'SSA')"
17863,SSA,CNF,186.0,GLO,"('CNF', 'SSA')"
17864,SSA,CNF,882.0,GLO,"('CNF', 'SSA')"
17865,SSA,CNF,5468.0,GLO,"('CNF', 'SSA')"
17866,SSA,FOR,1716.0,GLO,"('FOR', 'SSA')"
17867,SSA,FOR,9948.0,GLO,"('FOR', 'SSA')"
17868,SSA,GIG,2046.0,GLO,"('GIG', 'SSA')"
17869,SSA,GIG,22710.0,GLO,"('GIG', 'SSA')"
17870,SSA,GRU,186.0,GLO,"('GRU', 'SSA')"
17871,SSA,GRU,2184.0,GLO,"('GRU', 'SSA')"
17872,SSA,GRU,18144.0,GLO,"('GRU', 'SSA')"
17873,SSA,IOS,,GLO,"('IOS', 'SSA')"
17874,SSA,IOS,138.0,GLO,"('IOS', 'SSA')"
17875,SSA,IOS,276.0,GLO,"('IOS', 'SSA')"
17876,SSA,JPA,186.0,GLO,"('JPA', 'SSA')"
17877,SSA,JPA,2178.0,GLO,"('JPA', 'SSA')"
17878,SSA,POA,372.0,GLO,"('POA', 'SSA')"
17879,SSA,BPS,558.0,GLO,"('BPS', 'SSA')"
17880,SSA,SDU,372.0,GLO,"('SDU', 'SSA')"
17881,SSA,NAT,2040.0,GLO,"('NAT', 'SSA')"
17882,SSA,CGH,186.0,GLO,"('CGH', 'SSA')"
17883,SSA,CGH,4092.0,GLO,"('CGH', 'SSA')"
17884,SSA,CGH,22584.0,GLO,"('CGH', 'SSA')"
17885,SSA,SSA,138.0,GLO,"('SSA', 'SSA')"
17886,SSA,VIX,2304.0,GLO,"('SSA', 'VIX')"
17887,THE,BSB,10626.0,GLO,"('BSB', 'THE')"
17888,THE,FOR,2370.0,GLO,"('FOR', 'THE')"
17889,THE,GRU,7944.0,GLO,"('GRU', 'THE')"
17890,UDI,CGH,17610.0,GLO,"('CGH', 'UDI')"
17891,VIX,GIG,186.0,GLO,"('GIG', 'VIX')"
17892,VIX,GIG,14100.0,GLO,"('GIG', 'VIX')"
17893,VIX,GRU,744.0,GLO,"('GRU', 'VIX')"
17894,VIX,GRU,12282.0,GLO,"('GRU', 'VIX')"
17895,VIX,SDU,14220.0,GLO,"('SDU', 'VIX')"
17896,VIX,CGH,13896.0,GLO,"('CGH', 'VIX')"
17897,VIX,SSA,2832.0,GLO,"('SSA', 'VIX')"
17898,IZA,CGH,4554.0,GLO,"('CGH', 'IZA')"
17899,SCL,GIG,176.0,GLO,"('GIG', 'SCL')"
17900,SCL,GIG,2288.0,GLO,"('GIG', 'SCL')"
17901,SCL,GRU,176.0,GLO,"('GRU', 'SCL')"
17902,SCL,GRU,528.0,GLO,"('GRU', 'SCL')"
17903,SCL,GRU,10560.0,GLO,"('GRU', 'SCL')"
17904,UIO,GRU,2112.0,GLO,"('GRU', 'UIO')"
17905,ASU,GRU,128.0,GLO,"('ASU', 'GRU')"
17906,ASU,GRU,3984.0,GLO,"('ASU', 'GRU')"
17907,VVI,GRU,176.0,GLO,"('GRU', 'VVI')"
17908,VVI,GRU,4672.0,GLO,"('GRU', 'VVI')"
17909,PBM,BEL,1152.0,GLO,"('BEL', 'PBM')"
17910,MVD,GIG,2240.0,GLO,"('GIG', 'MVD')"
17911,MVD,GRU,9840.0,GLO,"('GRU', 'MVD')"
17912,MVD,REC,880.0,GLO,"('MVD', 'REC')"
17913,PIN,MAO,2070.0,GLO,"('MAO', 'PIN')"
17914,MCO,BSB,,GLO,"('BSB', 'MCO')"
17915,MCO,FOR,,GLO,"('FOR', 'MCO')"
17916,MIA,BSB,176.0,GLO,"('BSB', 'MIA')"
17917,PUJ,BSB,8448.0,GLO,"('BSB', 'PUJ')"
17918,PUJ,MAO,176.0,GLO,"('MAO', 'PUJ')"
17919,PUJ,FOR,5456.0,GLO,"('FOR', 'PUJ')"
17920,PUJ,GRU,2992.0,GLO,"('GRU', 'PUJ')"
17921,CUN,BSB,,GLO,"('BSB', 'CUN')"
17922,CUN,BSB,,GLO,"('BSB', 'CUN')"
17923,CUN,MAO,176.0,GLO,"('CUN', 'MAO')"
17924,CUN,MAO,176.0,GLO,"('CUN', 'MAO')"
17925,CUN,MAO,2992.0,GLO,"('CUN', 'MAO')"
17926,CUN,GRU,,GLO,"('CUN', 'GRU')"
17927,ROS,GIG,352.0,GLO,"('GIG', 'ROS')"
17928,ROS,GIG,3696.0,GLO,"('GIG', 'ROS')"
17929,COR,GIG,4576.0,GLO,"('COR', 'GIG')"
17930,EZE,BSB,5456.0,GLO,"('BSB', 'EZE')"
17931,EZE,MAO,704.0,GLO,"('EZE', 'MAO')"
17932,EZE,FLN,176.0,GLO,"('EZE', 'FLN')"
17933,EZE,FLN,4304.0,GLO,"('EZE', 'FLN')"
17934,EZE,FOR,704.0,GLO,"('EZE', 'FOR')"
17935,EZE,GIG,11600.0,GLO,"('EZE', 'GIG')"
17936,EZE,GRU,21296.0,GLO,"('EZE', 'GRU')"
17937,EZE,JPA,704.0,GLO,"('EZE', 'JPA')"
17938,EZE,MCZ,,GLO,"('EZE', 'MCZ')"
17939,EZE,REC,704.0,GLO,"('EZE', 'REC')"
17940,EZE,NAT,704.0,GLO,"('EZE', 'NAT')"
17941,EZE,SSA,704.0,GLO,"('EZE', 'SSA')"
17942,MDZ,GRU,186.0,GLO,"('GRU', 'MDZ')"
17943,MDZ,GRU,176.0,GLO,"('GRU', 'MDZ')"
17944,MDZ,GRU,2288.0,GLO,"('GRU', 'MDZ')"
17945,BRC,GRU,1408.0,GLO,"('BRC', 'GRU')"
17946,AJU,AJU,186.0,GLO,"('AJU', 'AJU')"
17947,AJU,BSB,2178.0,GLO,"('AJU', 'BSB')"
17948,AJU,GIG,9584.0,GLO,"('AJU', 'GIG')"
17949,AJU,GRU,696.0,GLO,"('AJU', 'GRU')"
17950,AJU,GRU,10532.0,GLO,"('AJU', 'GRU')"
17951,AJU,BPS,186.0,GLO,"('AJU', 'BPS')"
17952,AJU,CGH,5670.0,GLO,"('AJU', 'CGH')"
17953,AJU,CGH,5094.0,GLO,"('AJU', 'CGH')"
17954,AJU,SSA,,GLO,"('AJU', 'SSA')"
17955,AJU,SSA,186.0,GLO,"('AJU', 'SSA')"
17956,BEL,BSB,15006.0,GLO,"('BEL', 'BSB')"
17957,BEL,CNF,,GLO,"('BEL', 'CNF')"
17958,BEL,CKS,1794.0,GLO,"('BEL', 'CKS')"
17959,BEL,MAO,2604.0,GLO,"('BEL', 'MAO')"
17960,BEL,MAO,3906.0,GLO,"('BEL', 'MAO')"
17961,BEL,FOR,10554.0,GLO,"('BEL', 'FOR')"
17962,BEL,GIG,5208.0,GLO,"('BEL', 'GIG')"
17963,BEL,GRU,14970.0,GLO,"('BEL', 'GRU')"
17964,BEL,MCP,9624.0,GLO,"('BEL', 'MCP')"
17965,BEL,BPS,186.0,GLO,"('BEL', 'BPS')"
17966,BEL,SLZ,186.0,GLO,"('BEL', 'SLZ')"
17967,BEL,STM,10644.0,GLO,"('BEL', 'STM')"
17968,BEL,PBM,1408.0,GLO,"('BEL', 'PBM')"
17969,BSB,MCO,,GLO,"('BSB', 'MCO')"
17970,BSB,MIA,,GLO,"('BSB', 'MIA')"
17971,BSB,PUJ,8624.0,GLO,"('BSB', 'PUJ')"
17972,BSB,CUN,,GLO,"('BSB', 'CUN')"
17973,BSB,CUN,,GLO,"('BSB', 'CUN')"
17974,BSB,EZE,5456.0,GLO,"('BSB', 'EZE')"
17975,BSB,AJU,2178.0,GLO,"('AJU', 'BSB')"
17976,BSB,BEL,15012.0,GLO,"('BEL', 'BSB')"
17977,BSB,BSB,138.0,GLO,"('BSB', 'BSB')"
17978,BSB,BVB,5046.0,GLO,"('BSB', 'BVB')"
17979,BSB,CNF,510.0,GLO,"('BSB', 'CNF')"
17980,BSB,CNF,558.0,GLO,"('BSB', 'CNF')"
17981,BSB,CNF,18584.0,GLO,"('BSB', 'CNF')"
17982,BSB,CGR,186.0,GLO,"('BSB', 'CGR')"
17983,BSB,CWB,10452.0,GLO,"('BSB', 'CWB')"
17984,BSB,CGB,9318.0,GLO,"('BSB', 'CGB')"
17985,BSB,CZS,,GLO,"('BSB', 'CZS')"
17986,BSB,MAO,1860.0,GLO,"('BSB', 'MAO')"
17987,BSB,MAO,12562.0,GLO,"('BSB', 'MAO')"
17988,BSB,IGU,,GLO,"('BSB', 'IGU')"
17989,BSB,FOR,186.0,GLO,"('BSB', 'FOR')"
17990,BSB,FOR,1950.0,GLO,"('BSB', 'FOR')"
17991,BSB,FOR,15282.0,GLO,"('BSB', 'FOR')"
17992,BSB,GIG,186.0,GLO,"('BSB', 'GIG')"
17993,BSB,GIG,20850.0,GLO,"('BSB', 'GIG')"
17994,BSB,GYN,186.0,GLO,"('BSB', 'GYN')"
17995,BSB,GYN,4734.0,GLO,"('BSB', 'GYN')"
17996,BSB,GRU,558.0,GLO,"('BSB', 'GRU')"
17997,BSB,GRU,25808.0,GLO,"('BSB', 'GRU')"
17998,BSB,JPA,5622.0,GLO,"('BSB', 'JPA')"
17999,BSB,VCP,14952.0,GLO,"('BSB', 'VCP')"
18000,BSB,MAB,5300.0,GLO,"('BSB', 'MAB')"
18001,BSB,MCZ,4416.0,GLO,"('BSB', 'MCZ')"
18002,BSB,MCZ,7650.0,GLO,"('BSB', 'MCZ')"
18003,BSB,MCP,2976.0,GLO,"('BSB', 'MCP')"
18004,BSB,POA,14064.0,GLO,"('BSB', 'POA')"
18005,BSB,PMW,15030.0,GLO,"('BSB', 'PMW')"
18006,BSB,BPS,2046.0,GLO,"('BPS', 'BSB')"
18007,BSB,BPS,5058.0,GLO,"('BPS', 'BSB')"
18008,BSB,PVH,5670.0,GLO,"('BSB', 'PVH')"
18009,BSB,RBR,,GLO,"('BSB', 'RBR')"
18010,BSB,RBR,8418.0,GLO,"('BSB', 'RBR')"
18011,BSB,REC,14934.0,GLO,"('BSB', 'REC')"
18012,BSB,SDU,3384.0,GLO,"('BSB', 'SDU')"
18013,BSB,SDU,34920.0,GLO,"('BSB', 'SDU')"
18014,BSB,NAT,5334.0,GLO,"('BSB', 'NAT')"
18015,BSB,SLZ,972.0,GLO,"('BSB', 'SLZ')"
18016,BSB,SLZ,10536.0,GLO,"('BSB', 'SLZ')"
18017,BSB,STM,,GLO,"('BSB', 'STM')"
18018,BSB,CGH,4182.0,GLO,"('BSB', 'CGH')"
18019,BSB,CGH,43752.0,GLO,"('BSB', 'CGH')"
18020,BSB,SSA,4836.0,GLO,"('BSB', 'SSA')"
18021,BSB,SSA,14328.0,GLO,"('BSB', 'SSA')"
18022,BSB,THE,10488.0,GLO,"('BSB', 'THE')"
18023,BSB,VIX,696.0,GLO,"('BSB', 'VIX')"
18024,BSB,SCL,176.0,GLO,"('BSB', 'SCL')"
18025,BVB,BSB,5046.0,GLO,"('BSB', 'BVB')"
18026,CNF,BEL,,GLO,"('BEL', 'CNF')"
18027,CNF,BSB,558.0,GLO,"('BSB', 'CNF')"
18028,CNF,BSB,510.0,GLO,"('BSB', 'CNF')"
18029,CNF,BSB,18186.0,GLO,"('BSB', 'CNF')"
18030,CNF,CNF,324.0,GLO,"('CNF', 'CNF')"
18031,CNF,CGR,186.0,GLO,"('CGR', 'CNF')"
18032,CNF,CGR,186.0,GLO,"('CGR', 'CNF')"
18033,CNF,XAP,186.0,GLO,"('CNF', 'XAP')"
18034,CNF,CKS,2898.0,GLO,"('CKS', 'CNF')"
18035,CNF,FOR,3066.0,GLO,"('CNF', 'FOR')"
18036,CNF,GIG,558.0,GLO,"('CNF', 'GIG')"
18037,CNF,GIG,2928.0,GLO,"('CNF', 'GIG')"
18038,CNF,GIG,15204.0,GLO,"('CNF', 'GIG')"
18039,CNF,GRU,872.0,GLO,"('CNF', 'GRU')"
18040,CNF,GRU,930.0,GLO,"('CNF', 'GRU')"
18041,CNF,GRU,24532.0,GLO,"('CNF', 'GRU')"
18042,CNF,POA,324.0,GLO,"('CNF', 'POA')"
18043,CNF,BPS,186.0,GLO,"('BPS', 'CNF')"
18044,CNF,BPS,8370.0,GLO,"('BPS', 'CNF')"
18045,CNF,BPS,372.0,GLO,"('BPS', 'CNF')"
18046,CNF,REC,186.0,GLO,"('CNF', 'REC')"
18047,CNF,SDU,186.0,GLO,"('CNF', 'SDU')"
18048,CNF,SDU,14040.0,GLO,"('CNF', 'SDU')"
18049,CNF,CGH,558.0,GLO,"('CGH', 'CNF')"
18050,CNF,CGH,8598.0,GLO,"('CGH', 'CNF')"
18051,CNF,CGH,26808.0,GLO,"('CGH', 'CNF')"
18052,CNF,SSA,4974.0,GLO,"('CNF', 'SSA')"
18053,CNF,UDI,372.0,GLO,"('CNF', 'UDI')"
18054,CGR,CNF,186.0,GLO,"('CGR', 'CNF')"
18055,CGR,CNF,186.0,GLO,"('CGR', 'CNF')"
18056,CGR,GRU,186.0,GLO,"('CGR', 'GRU')"
18057,CGR,GRU,14386.0,GLO,"('CGR', 'GRU')"
18058,CGR,BPS,372.0,GLO,"('BPS', 'CGR')"
18059,CGR,CGH,186.0,GLO,"('CGH', 'CGR')"
18060,CGR,CGH,9858.0,GLO,"('CGH', 'CGR')"
18061,XAP,CNF,138.0,GLO,"('CNF', 'XAP')"
18062,XAP,FLN,552.0,GLO,"('FLN', 'XAP')"
18063,XAP,GIG,186.0,GLO,"('GIG', 'XAP')"
18064,XAP,GRU,536.0,GLO,"('GRU', 'XAP')"
18065,XAP,GRU,8250.0,GLO,"('GRU', 'XAP')"
18066,CKS,BEL,1794.0,GLO,"('BEL', 'CKS')"
18067,CKS,CNF,2898.0,GLO,"('CKS', 'CNF')"
18068,CKS,GIG,,GLO,"('CKS', 'GIG')"
18069,CLV,GIG,558.0,GLO,"('CLV', 'GIG')"
18070,CLV,GRU,5168.0,GLO,"('CLV', 'GRU')"
18071,CLV,POA,558.0,GLO,"('CLV', 'POA')"
18072,CLV,CGH,2232.0,GLO,"('CGH', 'CLV')"
18073,CWB,BSB,10596.0,GLO,"('BSB', 'CWB')"
18074,CWB,CNF,186.0,GLO,"('CNF', 'CWB')"
18075,CWB,IGU,4878.0,GLO,"('CWB', 'IGU')"
18076,CWB,FLN,186.0,GLO,"('CWB', 'FLN')"
18077,CWB,GIG,186.0,GLO,"('CWB', 'GIG')"
18078,CWB,GIG,834.0,GLO,"('CWB', 'GIG')"
18079,CWB,GIG,20436.0,GLO,"('CWB', 'GIG')"
18080,CWB,GRU,372.0,GLO,"('CWB', 'GRU')"
18081,CWB,GRU,186.0,GLO,"('CWB', 'GRU')"
18082,CWB,GRU,24578.0,GLO,"('CWB', 'GRU')"
18083,CWB,LDB,186.0,GLO,"('CWB', 'LDB')"
18084,CWB,MGF,2604.0,GLO,"('CWB', 'MGF')"
18085,CWB,POA,930.0,GLO,"('CWB', 'POA')"
18086,CWB,POA,15456.0,GLO,"('CWB', 'POA')"
18087,CWB,BPS,558.0,GLO,"('BPS', 'CWB')"
18088,CWB,SDU,696.0,GLO,"('CWB', 'SDU')"
18089,CWB,SDU,10806.0,GLO,"('CWB', 'SDU')"
18090,CWB,CGH,186.0,GLO,"('CGH', 'CWB')"
18091,CWB,CGH,30294.0,GLO,"('CGH', 'CWB')"
18092,CXJ,GRU,2484.0,GLO,"('CXJ', 'GRU')"
18093,CXJ,CGH,138.0,GLO,"('CGH', 'CXJ')"
18094,CXJ,CGH,6762.0,GLO,"('CGH', 'CXJ')"
18095,CGB,BSB,9504.0,GLO,"('BSB', 'CGB')"
18096,CGB,CNF,186.0,GLO,"('CGB', 'CNF')"
18097,CGB,CGR,186.0,GLO,"('CGB', 'CGR')"
18098,CGB,GIG,186.0,GLO,"('CGB', 'GIG')"
18099,CGB,GRU,10268.0,GLO,"('CGB', 'GRU')"
18100,CGB,BPS,744.0,GLO,"('BPS', 'CGB')"
18101,CGB,CGH,4974.0,GLO,"('CGB', 'CGH')"
18102,CGB,UDI,186.0,GLO,"('CGB', 'UDI')"
18103,CZS,BSB,,GLO,"('BSB', 'CZS')"
18104,CZS,RBR,186.0,GLO,"('CZS', 'RBR')"
18105,CZS,RBR,4386.0,GLO,"('CZS', 'RBR')"
18106,PPB,CGH,10548.0,GLO,"('CGH', 'PPB')"
18107,MAO,CUN,176.0,GLO,"('CUN', 'MAO')"
18108,MAO,CUN,2992.0,GLO,"('CUN', 'MAO')"
18109,MAO,EZE,704.0,GLO,"('EZE', 'MAO')"
18110,MAO,BEL,2232.0,GLO,"('BEL', 'MAO')"
18111,MAO,BEL,4182.0,GLO,"('BEL', 'MAO')"
18112,MAO,BSB,1488.0,GLO,"('BSB', 'MAO')"
18113,MAO,BSB,12886.0,GLO,"('BSB', 'MAO')"
18114,MAO,MAO,186.0,GLO,"('MAO', 'MAO')"
18115,MAO,FOR,7854.0,GLO,"('FOR', 'MAO')"
18116,MAO,GIG,186.0,GLO,"('GIG', 'MAO')"
18117,MAO,GIG,6462.0,GLO,"('GIG', 'MAO')"
18118,MAO,GYN,186.0,GLO,"('GYN', 'MAO')"
18119,MAO,GRU,324.0,GLO,"('GRU', 'MAO')"
18120,MAO,GRU,558.0,GLO,"('GRU', 'MAO')"
18121,MAO,GRU,10964.0,GLO,"('GRU', 'MAO')"
18122,MAO,POA,186.0,GLO,"('MAO', 'POA')"
18123,MAO,BPS,,GLO,"('BPS', 'MAO')"
18124,MAO,PVH,4926.0,GLO,"('MAO', 'PVH')"
18125,MAO,RBR,558.0,GLO,"('MAO', 'RBR')"
18126,MAO,RBR,1530.0,GLO,"('MAO', 'RBR')"
18127,MAO,STM,4644.0,GLO,"('MAO', 'STM')"
18128,MAO,CGH,,GLO,"('CGH', 'MAO')"
18129,MAO,PIN,1380.0,GLO,"('MAO', 'PIN')"
18130,IGU,BSB,,GLO,"('BSB', 'IGU')"
18131,IGU,CWB,186.0,GLO,"('CWB', 'IGU')"
18132,IGU,CWB,5022.0,GLO,"('CWB', 'IGU')"
18133,IGU,FLN,186.0,GLO,"('FLN', 'IGU')"
18134,IGU,GIG,5298.0,GLO,"('GIG', 'IGU')"
18135,IGU,GIG,16286.0,GLO,"('GIG', 'IGU')"
18136,IGU,GRU,186.0,GLO,"('GRU', 'IGU')"
18137,IGU,GRU,3658.0,GLO,"('GRU', 'IGU')"
18138,IGU,GRU,15394.0,GLO,"('GRU', 'IGU')"
18139,IGU,BPS,186.0,GLO,"('BPS', 'IGU')"
18140,IGU,CGH,9252.0,GLO,"('CGH', 'IGU')"
18141,IGU,CGH,5622.0,GLO,"('CGH', 'IGU')"
18142,FLN,EZE,176.0,GLO,"('EZE', 'FLN')"
18143,FLN,EZE,4160.0,GLO,"('EZE', 'FLN')"
18144,FLN,XAP,414.0,GLO,"('FLN', 'XAP')"
18145,FLN,CWB,186.0,GLO,"('CWB', 'FLN')"
18146,FLN,CWB,186.0,GLO,"('CWB', 'FLN')"
18147,FLN,GIG,186.0,GLO,"('FLN', 'GIG')"
18148,FLN,GIG,4044.0,GLO,"('FLN', 'GIG')"
18149,FLN,GIG,14364.0,GLO,"('FLN', 'GIG')"
18150,FLN,GRU,24586.0,GLO,"('FLN', 'GRU')"
18151,FLN,NVT,510.0,GLO,"('FLN', 'NVT')"
18152,FLN,POA,372.0,GLO,"('FLN', 'POA')"
18153,FLN,BPS,2046.0,GLO,"('BPS', 'FLN')"
18154,FLN,SDU,1440.0,GLO,"('FLN', 'SDU')"
18155,FLN,CGH,26526.0,GLO,"('CGH', 'FLN')"
18156,FLN,UDI,186.0,GLO,"('FLN', 'UDI')"
18157,FEN,REC,690.0,GLO,"('FEN', 'REC')"
18158,FEN,REC,6486.0,GLO,"('FEN', 'REC')"
18159,FOR,MCO,1584.0,GLO,"('FOR', 'MCO')"
18160,FOR,PUJ,3872.0,GLO,"('FOR', 'PUJ')"
18161,FOR,ROS,176.0,GLO,"('FOR', 'ROS')"
18162,FOR,EZE,,GLO,"('EZE', 'FOR')"
18163,FOR,EZE,704.0,GLO,"('EZE', 'FOR')"
18164,FOR,MDZ,,GLO,"('FOR', 'MDZ')"
18165,FOR,BEL,10644.0,GLO,"('BEL', 'FOR')"
18166,FOR,BSB,2046.0,GLO,"('BSB', 'FOR')"
18167,FOR,BSB,14850.0,GLO,"('BSB', 'FOR')"
18168,FOR,CNF,372.0,GLO,"('CNF', 'FOR')"
18169,FOR,CNF,3282.0,GLO,"('CNF', 'FOR')"
18170,FOR,CNF,,GLO,"('CNF', 'FOR')"
18171,FOR,MAO,1344.0,GLO,"('FOR', 'MAO')"
18172,FOR,MAO,6456.0,GLO,"('FOR', 'MAO')"
18173,FOR,GIG,2322.0,GLO,"('FOR', 'GIG')"
18174,FOR,GIG,21222.0,GLO,"('FOR', 'GIG')"
18175,FOR,GYN,4548.0,GLO,"('FOR', 'GYN')"
18176,FOR,GRU,744.0,GLO,"('FOR', 'GRU')"
18177,FOR,GRU,17574.0,GLO,"('FOR', 'GRU')"
18178,FOR,VCP,1998.0,GLO,"('FOR', 'VCP')"
18179,FOR,BPS,558.0,GLO,"('BPS', 'FOR')"
18180,FOR,REC,15696.0,GLO,"('FOR', 'REC')"
18181,FOR,NAT,5856.0,GLO,"('FOR', 'NAT')"
18182,FOR,SLZ,3618.0,GLO,"('FOR', 'SLZ')"
18183,FOR,STM,,GLO,"('FOR', 'STM')"
18184,FOR,CGH,186.0,GLO,"('CGH', 'FOR')"
18185,FOR,CGH,1116.0,GLO,"('CGH', 'FOR')"
18186,FOR,CGH,5886.0,GLO,"('CGH', 'FOR')"
18187,FOR,SSA,13796.0,GLO,"('FOR', 'SSA')"
18188,FOR,THE,2322.0,GLO,"('FOR', 'THE')"
18189,GIG,ROS,352.0,GLO,"('GIG', 'ROS')"
18190,GIG,ROS,3696.0,GLO,"('GIG', 'ROS')"
18191,GIG,COR,4576.0,GLO,"('COR', 'GIG')"
18192,GIG,EZE,11856.0,GLO,"('EZE', 'GIG')"
18193,GIG,AJU,9450.0,GLO,"('AJU', 'GIG')"
18194,GIG,BEL,5022.0,GLO,"('BEL', 'GIG')"
18195,GIG,BSB,186.0,GLO,"('BSB', 'GIG')"
18196,GIG,BSB,510.0,GLO,"('BSB', 'GIG')"
18197,GIG,BSB,19962.0,GLO,"('BSB', 'GIG')"
18198,GIG,CNF,558.0,GLO,"('CNF', 'GIG')"
18199,GIG,CNF,2232.0,GLO,"('CNF', 'GIG')"
18200,GIG,CNF,14010.0,GLO,"('CNF', 'GIG')"
18201,GIG,CKS,,GLO,"('CKS', 'GIG')"
18202,GIG,CLV,558.0,GLO,"('CLV', 'GIG')"
18203,GIG,CWB,510.0,GLO,"('CWB', 'GIG')"
18204,GIG,CWB,462.0,GLO,"('CWB', 'GIG')"
18205,GIG,CWB,20352.0,GLO,"('CWB', 'GIG')"
18206,GIG,CGB,186.0,GLO,"('CGB', 'GIG')"
18207,GIG,MAO,6324.0,GLO,"('GIG', 'MAO')"
18208,GIG,IGU,5466.0,GLO,"('GIG', 'IGU')"
18209,GIG,IGU,16052.0,GLO,"('GIG', 'IGU')"
18210,GIG,FLN,186.0,GLO,"('FLN', 'GIG')"
18211,GIG,FLN,3996.0,GLO,"('FLN', 'GIG')"
18212,GIG,FLN,14454.0,GLO,"('FLN', 'GIG')"
