,destination,canonical_destination
46188,https://en.wikipedia.org/wiki/Basel-Mulhouse_International_Airport,https://en.wikipedia.org/wiki/EuroAirport_Basel_Mulhouse_Freiburg
46211,https://en.wikipedia.org/wiki/Nador_Airport,https://en.wikipedia.org/wiki/Nador_International_Airport
46213,https://en.wikipedia.org/wiki/Vigo_Airport,https://en.wikipedia.org/wiki/Vigo%E2%80%93Peinador_Airport
46270,https://en.wikipedia.org/wiki/Kaunas_International_Airport,https://en.wikipedia.org/wiki/Kaunas_Airport
46301,https://en.wikipedia.org/wiki/Sania_Ramel_Airport,https://en.wikipedia.org/wiki/Sania_Ramel_Airport
46317,https://en.wikipedia.org/wiki/Paderborn_Airport,https://en.wikipedia.org/wiki/Paderborn_Lippstadt_Airport
46320,https://en.wikipedia.org/wiki/Stockholm_V%C3%A4ster%C3%A5s_Airport,https://en.wikipedia.org/wiki/Stockholm_V%C3%A4ster%C3%A5s_Airport
46328,https://en.wikipedia.org/wiki/Kristiansand_Airport,https://en.wikipedia.org/wiki/Kristiansand_Airport
46349,https://en.wikipedia.org/wiki/Ostend_Airport,https://en.wikipedia.org/wiki/Ostend%E2%80%93Bruges_International_Airport
46382,https://en.wikipedia.org/wiki/Melilla_Airport,https://en.wikipedia.org/wiki/Melilla_Airport
46409,https://en.wikipedia.org/wiki/Oran_Es_Senia_Airport,https://en.wikipedia.org/wiki/Ahmed_Ben_Bella_Airport
46446,https://en.wikipedia.org/wiki/Havana_Airport,https://en.wikipedia.org/wiki/Jos%C3%A9_Mart%C3%AD_International_Airport
46481,https://en.wikipedia.org/wiki/Badajoz_Airport,https://en.wikipedia.org/wiki/Badajoz_Airport
46483,https://en.wikipedia.org/wiki/Le%C3%B3n_Airport,https://en.wikipedia.org/wiki/Le%C3%B3n_Airport
46561,https://en.wikipedia.org/wiki/Ouarzazate_Airport,https://en.wikipedia.org/wiki/Ouarzazate_Airport
46567,https://en.wikipedia.org/wiki/Poitiers%E2%80%93Biard_Airport,https://en.wikipedia.org/wiki/Poitiers%E2%80%93Biard_Airport
46570,https://en.wikipedia.org/wiki/Rabat_Airport,https://en.wikipedia.org/wiki/Rabat%E2%80%93Sal%C3%A9_Airport
46581,https://en.wikipedia.org/wiki/Valladolid_Airport,https://en.wikipedia.org/wiki/Valladolid_Airport
46654,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca_Airport,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca_Granada_Airport
46686,https://en.wikipedia.org/wiki/San_Sebasti%C3%A1n_Airport,https://en.wikipedia.org/wiki/San_Sebasti%C3%A1n_Airport
46701,https://en.wikipedia.org/wiki/Vigo-Peinador_Airport,https://en.wikipedia.org/wiki/Vigo%E2%80%93Peinador_Airport
46732,https://en.wikipedia.org/wiki/Timi%C5%9Foara_Airport,https://en.wikipedia.org/wiki/Timi%C8%99oara_Traian_Vuia_International_Airport
46866,https://en.wikipedia.org/wiki/Ireland_West_Airport,https://en.wikipedia.org/wiki/Ireland_West_Airport
47049,https://en.wikipedia.org/wiki/Andorra%E2%80%93La_Seu_d%27Urgell_Airport,https://en.wikipedia.org/wiki/Andorra%E2%80%93La_Seu_d%27Urgell_Airport
47085,https://en.wikipedia.org/wiki/Logro%C3%B1o-Agoncillo_Airport,https://en.wikipedia.org/wiki/Logro%C3%B1o%E2%80%93Agoncillo_Airport
47119,https://en.wikipedia.org/wiki/Santo_Domingo_Airport,https://en.wikipedia.org/wiki/Las_Am%C3%A9ricas_International_Airport
47127,https://en.wikipedia.org/wiki/Toulouse_%E2%80%93_Blagnac_Airport,https://en.wikipedia.org/wiki/Toulouse%E2%80%93Blagnac_Airport
47182,https://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_Airport,https://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport
47231,https://en.wikipedia.org/wiki/Essaouira-Mogador_Airport,https://en.wikipedia.org/wiki/Essaouira-Mogador_Airport
47329,https://en.wikipedia.org/wiki/Guernsey_Airport,https://en.wikipedia.org/wiki/Guernsey_Airport
47368,https://en.wikipedia.org/wiki/Ceuta_Heliport,https://en.wikipedia.org/wiki/Ceuta_Heliport
47491,https://en.wikipedia.org/wiki/Gdansk_Airport,https://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport
47529,https://en.wikipedia.org/wiki/Liege_Airport,https://en.wikipedia.org/wiki/Li%C3%A8ge_Airport
47583,https://en.wikipedia.org/wiki/Oujda_Airport,https://en.wikipedia.org/wiki/Angads_Airport
47597,https://en.wikipedia.org/wiki/Prestwick_Airport,https://en.wikipedia.org/wiki/Glasgow_Prestwick_Airport
47631,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca_Granada_Airport,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca_Granada_Airport
47706,https://en.wikipedia.org/wiki/Granada_Airport,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca_Granada_Airport
47800,https://en.wikipedia.org/wiki/Almeria_Airport,https://en.wikipedia.org/wiki/Almer%C3%ADa_Airport
47873,https://en.wikipedia.org/wiki/Brussels_airport,https://en.wikipedia.org/wiki/Brussels_Airport
47939,https://en.wikipedia.org/wiki/Vigo%E2%80%93Peinador_Airport,https://en.wikipedia.org/wiki/Vigo%E2%80%93Peinador_Airport
48021,https://en.wikipedia.org/wiki/San_Sebastian_Airport,https://en.wikipedia.org/wiki/San_Sebasti%C3%A1n_Airport
48183,https://en.wikipedia.org/wiki/St_Gallen_Airport,https://en.wikipedia.org/wiki/St._Gallen%E2%80%93Altenrhein_Airport
48243,https://en.wikipedia.org/wiki/Antwerp_Airport,https://en.wikipedia.org/wiki/Antwerp_International_Airport
48306,https://en.wikipedia.org/wiki/Rome-Fiumicino,https://en.wikipedia.org/wiki/Leonardo_da_Vinci%E2%80%93Fiumicino_Airport
48325,https://en.wikipedia.org/wiki/Venice_International_Airport,https://en.wikipedia.org/wiki/Venice_Marco_Polo_Airport
48425,https://en.wikipedia.org/wiki/City_of_Derry_Airport,https://en.wikipedia.org/wiki/City_of_Derry_Airport
48427,https://en.wikipedia.org/wiki/Inverness_Airport,https://en.wikipedia.org/wiki/Inverness_Airport
48528,https://en.wikipedia.org/wiki/Lleida_Airport,https://en.wikipedia.org/wiki/Lleida%E2%80%93Alguaire_Airport
48535,https://en.wikipedia.org/wiki/Logro%C3%B1o%E2%80%93Agoncillo_Airport,https://en.wikipedia.org/wiki/Logro%C3%B1o%E2%80%93Agoncillo_Airport
48666,https://en.wikipedia.org/wiki/Toulouse_Blagnac_Airport,https://en.wikipedia.org/wiki/Toulouse%E2%80%93Blagnac_Airport
48702,https://en.wikipedia.org/wiki/Hans_Christian_Andersen_Airport,https://en.wikipedia.org/wiki/Hans_Christian_Andersen_Airport
48771,https://en.wikipedia.org/wiki/Salamanca_Airport,https://en.wikipedia.org/wiki/Salamanca_Airport
48921,https://en.wikipedia.org/wiki/Oslo-Gardermoen_Airport,"https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen"
48978,https://en.wikipedia.org/wiki/Dakhla_Airport,https://en.wikipedia.org/wiki/Dakhla_Airport
48979,https://en.wikipedia.org/wiki/El_Hierro_Airport,https://en.wikipedia.org/wiki/El_Hierro_Airport
48980,https://en.wikipedia.org/wiki/El_Matorral_Airport,https://en.wikipedia.org/wiki/Fuerteventura_Airport
48983,https://en.wikipedia.org/wiki/Guelmim_Airport,https://en.wikipedia.org/wiki/Guelmim_Airport
48984,https://en.wikipedia.org/wiki/Hassan_I_Airport,https://en.wikipedia.org/wiki/Hassan_I_Airport
48988,https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport,https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport
49080,https://en.wikipedia.org/wiki/Nouadhibou_International_Airport,https://en.wikipedia.org/wiki/Nouadhibou_International_Airport
49093,https://en.wikipedia.org/wiki/Berlin-Brandenburg_Airport,https://en.wikipedia.org/wiki/Berlin_Brandenburg_Airport
49301,https://en.wikipedia.org/wiki/Paris-Charles_de_Gaulle_Airport,https://en.wikipedia.org/wiki/Charles_de_Gaulle_Airport
49685,https://en.wikipedia.org/wiki/Malaga_Airport,https://en.wikipedia.org/wiki/M%C3%A1laga_Airport
49743,https://en.wikipedia.org/wiki/Bujumbura_International_Airport,https://en.wikipedia.org/wiki/Bujumbura_International_Airport
49744,https://en.wikipedia.org/wiki/Conakry_International_Airport,https://en.wikipedia.org/wiki/Ahmed_S%C3%A9kou_Tour%C3%A9_International_Airport
49746,https://en.wikipedia.org/wiki/Cadjehoun_Airport,https://en.wikipedia.org/wiki/Cadjehoun_Airport
49748,https://en.wikipedia.org/wiki/Douala_International_Airport,https://en.wikipedia.org/wiki/Douala_International_Airport
49750,https://en.wikipedia.org/wiki/Entebbe_International_Airport,https://en.wikipedia.org/wiki/Entebbe_International_Airport
49753,https://en.wikipedia.org/wiki/Lungi_International_Airport,https://en.wikipedia.org/wiki/Freetown_International_Airport
49755,https://en.wikipedia.org/wiki/Gothenburg_Landvetter_Airport,https://en.wikipedia.org/wiki/G%C3%B6teborg_Landvetter_Airport
49759,https://en.wikipedia.org/wiki/Kigali_International_Airport,https://en.wikipedia.org/wiki/Kigali_International_Airport
49760,https://en.wikipedia.org/wiki/N%27djili_Airport,https://en.wikipedia.org/wiki/N%27djili_Airport
49764,https://en.wikipedia.org/wiki/Lom%C3%A9-Tokoin_Airport,https://en.wikipedia.org/wiki/Lom%C3%A9%E2%80%93Tokoin_International_Airport
49774,https://en.wikipedia.org/wiki/Roberts_International_Airport,https://en.wikipedia.org/wiki/Roberts_International_Airport
49779,https://en.wikipedia.org/wiki/Ouagadougou_Airport,https://en.wikipedia.org/wiki/Thomas_Sankara_International_Airport_Ouagadougou
49793,https://en.wikipedia.org/wiki/Yaound%C3%A9_Nsimalen_International_Airport,https://en.wikipedia.org/wiki/Yaound%C3%A9_Nsimalen_International_Airport
49861,https://en.wikipedia.org/wiki/Rabat-Sal%C3%A9_Airport,https://en.wikipedia.org/wiki/Rabat%E2%80%93Sal%C3%A9_Airport
49863,https://en.wikipedia.org/wiki/Cherif_Al_Idrissi_Airport,https://en.wikipedia.org/wiki/Cherif_Al_Idrissi_Airport
49914,https://en.wikipedia.org/wiki/Anadolu_Airport,https://en.wikipedia.org/wiki/Hasan_Polatkan_Airport
49942,https://en.wikipedia.org/wiki/Girona-Costa_Brava_Airport,https://en.wikipedia.org/wiki/Girona%E2%80%93Costa_Brava_Airport
50014,https://en.wikipedia.org/wiki/Brive-Souillac_Airport,https://en.wikipedia.org/wiki/Brive%E2%80%93Souillac_Airport
50055,https://en.wikipedia.org/wiki/Perpignan%E2%80%93Rivesaltes_Airport,https://en.wikipedia.org/wiki/Perpignan%E2%80%93Rivesaltes_Airport
50090,https://en.wikipedia.org/wiki/Bergerac_Airport,https://en.wikipedia.org/wiki/Bergerac_Dordogne_P%C3%A9rigord_Airport
50108,https://en.wikipedia.org/wiki/Rodez%E2%80%93Aveyron_Airport,https://en.wikipedia.org/wiki/Rodez%E2%80%93Aveyron_Airport
50157,https://en.wikipedia.org/wiki/Alderney_Airport,https://en.wikipedia.org/wiki/Alderney_Airport
50175,https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport,https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport
50227,https://en.wikipedia.org/wiki/Toulon_Airport,https://en.wikipedia.org/wiki/Toulon%E2%80%93Hy%C3%A8res_Airport
50232,https://en.wikipedia.org/wiki/Caen_%E2%80%93_Carpiquet_Airport,https://en.wikipedia.org/wiki/Caen_%E2%80%93_Carpiquet_Airport
50233,https://en.wikipedia.org/wiki/Castres%E2%80%93Mazamet_Airport,https://en.wikipedia.org/wiki/Castres%E2%80%93Mazamet_Airport
50256,https://en.wikipedia.org/wiki/Strasbourg_International_Airport,https://en.wikipedia.org/wiki/Strasbourg_Airport
50265,https://en.wikipedia.org/wiki/Dole-Jura_Airport,https://en.wikipedia.org/wiki/Dole%E2%80%93Jura_Airport
50272,https://en.wikipedia.org/wiki/Metz-Nancy-Lorraine_Airport,https://en.wikipedia.org/wiki/Metz%E2%80%93Nancy%E2%80%93Lorraine_Airport
50276,https://en.wikipedia.org/wiki/Pau_Pyr%C3%A9n%C3%A9es_Airport,https://en.wikipedia.org/wiki/Pau_Pyr%C3%A9n%C3%A9es_Airport
50306,https://en.wikipedia.org/wiki/Caen_Carpiquet_Airport,https://en.wikipedia.org/wiki/Caen_%E2%80%93_Carpiquet_Airport
50453,https://en.wikipedia.org/wiki/Ahmed_Ben_Bella_Airport,https://en.wikipedia.org/wiki/Ahmed_Ben_Bella_Airport
50593,https://en.wikipedia.org/wiki/Ushant_Airport,https://en.wikipedia.org/wiki/Ushant_Airport
50594,https://en.wikipedia.org/wiki/Belle-%C3%8Ele,https://en.wikipedia.org/wiki/Belle_%C3%8Ele
50596,https://en.wikipedia.org/wiki/Vannes_Airport,https://en.wikipedia.org/wiki/Vannes_Airport
50642,https://en.wikipedia.org/wiki/Metz%E2%80%93Nancy%E2%80%93Lorraine_Airport,https://en.wikipedia.org/wiki/Metz%E2%80%93Nancy%E2%80%93Lorraine_Airport
50727,https://en.wikipedia.org/wiki/Quimper_%E2%80%93_Cornouaille_Airport,https://en.wikipedia.org/wiki/Quimper%E2%80%93Cornouaille_Airport
50728,https://en.wikipedia.org/wiki/Rennes_%E2%80%93_Saint-Jacques_Airport,https://en.wikipedia.org/wiki/Rennes%E2%80%93Saint-Jacques_Airport
50751,https://en.wikipedia.org/wiki/Caen_Airport,https://en.wikipedia.org/wiki/Caen_%E2%80%93_Carpiquet_Airport
50757,https://en.wikipedia.org/wiki/Toulouse_-_Blagnac_Airport,https://en.wikipedia.org/wiki/Toulouse%E2%80%93Blagnac_Airport
50832,https://en.wikipedia.org/wiki/Figari_-_Sud_Corse_Airport,https://en.wikipedia.org/wiki/Figari%E2%80%93Sud_Corse_Airport
50840,https://en.wikipedia.org/wiki/Montpellier_M%C3%A9diterran%C3%A9e_Airport,https://en.wikipedia.org/wiki/Montpellier%E2%80%93M%C3%A9diterran%C3%A9e_Airport
50852,https://en.wikipedia.org/wiki/Paris-Orly_Airport,https://en.wikipedia.org/wiki/Orly_Airport
50880,https://en.wikipedia.org/wiki/Rabah_Bitat_Airport,https://en.wikipedia.org/wiki/Rabah_Bitat_Airport
50881,https://en.wikipedia.org/wiki/Batna_Airport,https://en.wikipedia.org/wiki/Most%C3%A9pha_Ben_Boulaid_Airport
50882,https://en.wikipedia.org/wiki/Soummam_%E2%80%93_Abane_Ramdane_Airport,https://en.wikipedia.org/wiki/Abane_Ramdane_Airport
50883,https://en.wikipedia.org/wiki/Biskra_Airport,https://en.wikipedia.org/wiki/Biskra_Airport
50886,https://en.wikipedia.org/wiki/Ain_Arnat_Airport,https://en.wikipedia.org/wiki/Ain_Arnat_Airport
50887,https://en.wikipedia.org/wiki/Zenata_%E2%80%93_Messali_El_Hadj_Airport,https://en.wikipedia.org/wiki/Zenata_%E2%80%93_Messali_El_Hadj_Airport
50919,https://en.wikipedia.org/wiki/Belgrade_International_Airport,https://en.wikipedia.org/wiki/Belgrade_Nikola_Tesla_Airport
50928,https://en.wikipedia.org/wiki/Limoges_%E2%80%93_Bellegarde_Airport,https://en.wikipedia.org/wiki/Limoges_%E2%80%93_Bellegarde_Airport
50930,https://en.wikipedia.org/wiki/Roland_Garros_Airport,https://en.wikipedia.org/wiki/Roland_Garros_Airport
50989,https://en.wikipedia.org/wiki/Monastir_%E2%80%93_Habib_Bourguiba_International_Airport,https://en.wikipedia.org/wiki/Monastir_Habib_Bourguiba_International_Airport
50994,https://en.wikipedia.org/wiki/Marrakech%E2%80%93Menara_Airport,https://en.wikipedia.org/wiki/Marrakesh_Menara_Airport
51095,https://en.wikipedia.org/wiki/Most%C3%A9pha_Ben_Boulaid_Airport,https://en.wikipedia.org/wiki/Most%C3%A9pha_Ben_Boulaid_Airport
51096,https://en.wikipedia.org/wiki/Abane_Ramdane_Airport,https://en.wikipedia.org/wiki/Abane_Ramdane_Airport
51097,https://en.wikipedia.org/wiki/Chlef_International_Airport,https://en.wikipedia.org/wiki/Chlef_International_Airport
51101,https://en.wikipedia.org/wiki/Jijel_Airport,https://en.wikipedia.org/wiki/Jijel_Ferhat_Abbas_Airport
51105,https://en.wikipedia.org/wiki/Dzaoudzi%E2%80%93Pamandzi_International_Airport,https://en.wikipedia.org/wiki/Dzaoudzi%E2%80%93Pamandzi_International_Airport
51171,https://en.wikipedia.org/wiki/La_Rochelle_Airport,https://en.wikipedia.org/wiki/La_Rochelle_%E2%80%93_%C3%8Ele_de_R%C3%A9_Airport
51310,https://en.wikipedia.org/wiki/Caen_-_Carpiquet_Airport,https://en.wikipedia.org/wiki/Caen_%E2%80%93_Carpiquet_Airport
51342,https://en.wikipedia.org/wiki/Bastia-Poretta_Airport,https://en.wikipedia.org/wiki/Bastia_%E2%80%93_Poretta_Airport
51364,https://en.wikipedia.org/wiki/Fes-Sa%C3%AFss_Airport,https://en.wikipedia.org/wiki/F%C3%A8s%E2%80%93Sa%C3%AFs_Airport
51386,https://en.wikipedia.org/wiki/Montpellier-M%C3%A9diterran%C3%A9e_Airport,https://en.wikipedia.org/wiki/Montpellier%E2%80%93M%C3%A9diterran%C3%A9e_Airport
51416,https://en.wikipedia.org/wiki/Lille_Lesquin_Airport,https://en.wikipedia.org/wiki/Lille_Airport
51418,https://en.wikipedia.org/wiki/Lyon_Saint_Exupery_Airport,https://en.wikipedia.org/wiki/Lyon%E2%80%93Saint-Exup%C3%A9ry_Airport
51424,https://en.wikipedia.org/wiki/Prague_Ruzyn%C4%9B_Airport,https://en.wikipedia.org/wiki/V%C3%A1clav_Havel_Airport_Prague
51455,https://en.wikipedia.org/wiki/Perpignan_%E2%80%93_Rivesaltes_Airport,https://en.wikipedia.org/wiki/Perpignan%E2%80%93Rivesaltes_Airport
51565,https://en.wikipedia.org/wiki/Monaco_Heliport,https://en.wikipedia.org/wiki/Monaco_Heliport
51595,https://en.wikipedia.org/wiki/Monastir_-_Habib_Bourguiba_International_Airport,https://en.wikipedia.org/wiki/Monastir_Habib_Bourguiba_International_Airport
51651,https://en.wikipedia.org/wiki/Fez_Airport,https://en.wikipedia.org/wiki/F%C3%A8s%E2%80%93Sa%C3%AFs_Airport
51664,https://en.wikipedia.org/wiki/Annaba_Airport,https://en.wikipedia.org/wiki/Rabah_Bitat_Airport
51670,https://en.wikipedia.org/wiki/Guemar_Airport,https://en.wikipedia.org/wiki/Guemar_Airport
51690,https://en.wikipedia.org/wiki/Ivato_International_Airport,https://en.wikipedia.org/wiki/Ivato_International_Airport
51693,https://en.wikipedia.org/wiki/Bamako%E2%80%93S%C3%A9nou_International_Airport,https://en.wikipedia.org/wiki/Modibo_Keita_International_Airport
51696,https://en.wikipedia.org/wiki/Bangui_M%27Poko_International_Airport,https://en.wikipedia.org/wiki/Bangui_M%27Poko_International_Airport
51711,https://en.wikipedia.org/wiki/Maya-Maya_Airport,https://en.wikipedia.org/wiki/Maya-Maya_Airport
51728,https://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport,https://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport
51731,https://en.wikipedia.org/wiki/Djibouti%E2%80%93Ambouli_International_Airport,https://en.wikipedia.org/wiki/Djibouti%E2%80%93Ambouli_International_Airport
51738,https://en.wikipedia.org/wiki/Fortaleza_International_Airport,https://en.wikipedia.org/wiki/Fortaleza_Airport
51756,https://en.wikipedia.org/wiki/Libreville_International_Airport,https://en.wikipedia.org/wiki/L%C3%A9on-Mba_International_Airport
51760,https://en.wikipedia.org/wiki/Lom%C3%A9%E2%80%93Tokoin_Airport,https://en.wikipedia.org/wiki/Lom%C3%A9%E2%80%93Tokoin_International_Airport
51783,https://en.wikipedia.org/wiki/N%27Djamena_International_Airport,https://en.wikipedia.org/wiki/N%27Djamena_International_Airport
51787,https://en.wikipedia.org/wiki/Diori_Hamani_International_Airport,https://en.wikipedia.org/wiki/Diori_Hamani_International_Airport
51797,https://en.wikipedia.org/wiki/Fa%27a%27%C4%81_International_Airport,https://en.wikipedia.org/wiki/Faa%27a_International_Airport
51799,https://en.wikipedia.org/wiki/Pointe_Noire_Airport,https://en.wikipedia.org/wiki/Agostinho-Neto_International_Airport
51837,https://en.wikipedia.org/wiki/Zanzibar_Airport,https://en.wikipedia.org/wiki/Abeid_Amani_Karume_International_Airport
51847,https://en.wikipedia.org/wiki/Denver_Airport,https://en.wikipedia.org/wiki/Denver_International_Airport
51899,https://en.wikipedia.org/wiki/Chlef_Airport,https://en.wikipedia.org/wiki/Chlef_International_Airport
52021,https://en.wikipedia.org/wiki/Sfax%E2%80%93Thyna_International_Airport,https://en.wikipedia.org/wiki/Sfax%E2%80%93Thyna_International_Airport
52034,https://en.wikipedia.org/wiki/Prince_Abdul_Majeed_bin_Abdulaziz_International_Airport,https://en.wikipedia.org/wiki/Prince_Abdul_Majeed_bin_Abdulaziz_International_Airport
52050,https://en.wikipedia.org/wiki/Monastir_Habib_Bourguiba_Airport,https://en.wikipedia.org/wiki/Monastir_Habib_Bourguiba_International_Airport
52051,https://en.wikipedia.org/wiki/Tozeur%E2%80%93Nefta_International_Airport,https://en.wikipedia.org/wiki/Tozeur%E2%80%93Nefta_International_Airport
52080,https://en.wikipedia.org/wiki/Setif_Airport,https://en.wikipedia.org/wiki/Ain_Arnat_Airport
52091,https://en.wikipedia.org/wiki/Calvi_-_Sainte-Catherine_Airport,https://en.wikipedia.org/wiki/Calvi_%E2%80%93_Sainte-Catherine_Airport
52097,https://en.wikipedia.org/wiki/Aurillac_%E2%80%93_Tronqui%C3%A8res_Airport,https://en.wikipedia.org/wiki/Aurillac_%E2%80%93_Tronqui%C3%A8res_Airport
52118,https://en.wikipedia.org/wiki/Quimper%E2%80%93Cornouaille_Airport,https://en.wikipedia.org/wiki/Quimper%E2%80%93Cornouaille_Airport
52127,https://en.wikipedia.org/wiki/Modibo_Keita_International_Airport,https://en.wikipedia.org/wiki/Modibo_Keita_International_Airport
52173,https://en.wikipedia.org/wiki/Mogador_Airport,https://en.wikipedia.org/wiki/Essaouira-Mogador_Airport
52292,https://en.wikipedia.org/wiki/Le_Puy_%E2%80%93_Loudes_Airport,https://en.wikipedia.org/wiki/Le_Puy_%E2%80%93_Loudes_Airport
52386,https://en.wikipedia.org/wiki/Belle_%C3%8Ele,https://en.wikipedia.org/wiki/Belle_%C3%8Ele
52456,https://en.wikipedia.org/wiki/Mohamed_V_International_Airport,https://en.wikipedia.org/wiki/Mohammed_V_International_Airport
52471,https://en.wikipedia.org/wiki/Lorient_South_Brittany_Airport,https://en.wikipedia.org/wiki/Lorient_South_Brittany_Airport
52523,https://en.wikipedia.org/wiki/Sevilla_Airport,https://en.wikipedia.org/wiki/Seville_Airport
52582,https://en.wikipedia.org/wiki/Inisheer_Aerodrome,https://en.wikipedia.org/wiki/Inisheer_Aerodrome
52583,https://en.wikipedia.org/wiki/Inishmaan_Aerodrome,https://en.wikipedia.org/wiki/Inishmaan_Aerodrome
52584,https://en.wikipedia.org/wiki/Inishmore_Aerodrome,https://en.wikipedia.org/wiki/Inishmore_Aerodrome
52650,https://en.wikipedia.org/wiki/Donegal_Airport,https://en.wikipedia.org/wiki/Donegal_Airport
52660,https://en.wikipedia.org/wiki/Isle_of_Man_Airport,https://en.wikipedia.org/wiki/Isle_of_Man_Airport
53235,https://en.wikipedia.org/wiki/Southend_Airport,https://en.wikipedia.org/wiki/London_Southend_Airport
53260,https://en.wikipedia.org/wiki/Soekarno%E2%80%93Hatta_International_Airport,https://en.wikipedia.org/wiki/Soekarno%E2%80%93Hatta_International_Airport
53315,https://en.wikipedia.org/wiki/Ngurah_Rai_International_Airport,https://en.wikipedia.org/wiki/Ngurah_Rai_International_Airport
53355,https://en.wikipedia.org/wiki/Link%C3%B6ping/Saab_Airport,https://en.wikipedia.org/wiki/Link%C3%B6ping/Saab_Airport
53528,https://en.wikipedia.org/wiki/Chamb%C3%A9ry_Airport,https://en.wikipedia.org/wiki/Chamb%C3%A9ry_Airport
53682,https://en.wikipedia.org/wiki/Girona_Costa_Brava_Airport,https://en.wikipedia.org/wiki/Girona%E2%80%93Costa_Brava_Airport
53758,https://en.wikipedia.org/wiki/Are_Ostersund_Airport,https://en.wikipedia.org/wiki/%C3%85re_%C3%96stersund_Airport
53804,https://en.wikipedia.org/wiki/Bergerac_Dordogne_Perigord_Airport,https://en.wikipedia.org/wiki/Bergerac_Dordogne_P%C3%A9rigord_Airport
53829,https://en.wikipedia.org/wiki/Marrakech_Airport,https://en.wikipedia.org/wiki/Marrakesh_Menara_Airport
53845,https://en.wikipedia.org/wiki/Farnborough_Airport,https://en.wikipedia.org/wiki/Farnborough_Airport
53847,https://en.wikipedia.org/wiki/RAF_Northolt,https://en.wikipedia.org/wiki/RAF_Northolt
53849,https://en.wikipedia.org/wiki/Wick_Airport,https://en.wikipedia.org/wiki/Wick_Airport
53870,https://en.wikipedia.org/wiki/Gago_Coutinho_Airport,https://en.wikipedia.org/wiki/Gago_Coutinho_Airport
54117,https://en.wikipedia.org/wiki/Gibraltar_Airport,https://en.wikipedia.org/wiki/Gibraltar_International_Airport
54133,https://en.wikipedia.org/wiki/Paris%E2%80%93Charles_de_Gaulle_Airport,https://en.wikipedia.org/wiki/Charles_de_Gaulle_Airport
54151,https://en.wikipedia.org/wiki/Grenoble-Is%C3%A8re_Airport,https://en.wikipedia.org/wiki/Alpes%E2%80%93Is%C3%A8re_Airport
54224,https://en.wikipedia.org/wiki/Bydgoszcz_Airport,https://en.wikipedia.org/wiki/Bydgoszcz_Ignacy_Jan_Paderewski_Airport
54427,"https://en.wikipedia.org/wiki/St_Mary%27s_Airport,_Isles_of_Scilly","https://en.wikipedia.org/wiki/St_Mary%27s_Airport,_Isles_of_Scilly"
54538,https://en.wikipedia.org/wiki/Perpignan_Airport,https://en.wikipedia.org/wiki/Perpignan%E2%80%93Rivesaltes_Airport
54654,https://en.wikipedia.org/wiki/Dundee_Airport,https://en.wikipedia.org/wiki/Dundee_Airport
54656,https://en.wikipedia.org/wiki/Kirkwall_Airport,https://en.wikipedia.org/wiki/Kirkwall_Airport
54669,https://en.wikipedia.org/wiki/Sardar_Vallabhbhai_Patel_International_Airport,https://en.wikipedia.org/wiki/Ahmedabad_Airport
54672,https://en.wikipedia.org/wiki/Cochin_International_Airport,https://en.wikipedia.org/wiki/Cochin_International_Airport
54681,https://en.wikipedia.org/wiki/Khartoum_International_Airport,https://en.wikipedia.org/wiki/Khartoum_International_Airport
54781,https://en.wikipedia.org/wiki/Gibraltar_International_Airport,https://en.wikipedia.org/wiki/Gibraltar_International_Airport
54853,https://en.wikipedia.org/wiki/Limoges_Airport,https://en.wikipedia.org/wiki/Limoges_%E2%80%93_Bellegarde_Airport
54908,https://en.wikipedia.org/wiki/Wikipedia:Verifiability,https://en.wikipedia.org/wiki/Wikipedia:Verifiability
55077,https://en.wikipedia.org/wiki/Osmani_International_Airport,https://en.wikipedia.org/wiki/Osmani_International_Airport
55096,https://en.wikipedia.org/wiki/L._F._Wade_International_Airport,https://en.wikipedia.org/wiki/L.F._Wade_International_Airport
55129,https://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport,https://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport
55304,https://en.wikipedia.org/wiki/Brunei_International_Airport,https://en.wikipedia.org/wiki/Brunei_International_Airport
55309,https://en.wikipedia.org/wiki/Neom_Airport,https://en.wikipedia.org/wiki/Neom_Airport
