,airline_link,airline_name,airline_iata,airline_icao
772,https://en.wikipedia.org/wiki/Azimuth,Azimuth,,
773,https://en.wikipedia.org/wiki/Zagros_Airlines,Zagros Airlines,ZV,IZG
774,https://en.wikipedia.org/wiki/Okay_Airways,Okay Airways,BK,OKA
775,https://en.wikipedia.org/wiki/West_Air_(China),West Air (China),PN,CHB
776,https://en.wikipedia.org/wiki/China_United_Airlines,China United Airlines,KN,CUA
777,https://en.wikipedia.org/wiki/Juneyao_Air,Juneyao Air,HO,DKH
778,https://en.wikipedia.org/wiki/GX_Airlines,GX Airlines,GX,CBG
779,https://en.wikipedia.org/wiki/Spring_Airlines,Spring Airlines,9C,CQH
780,https://en.wikipedia.org/wiki/9_Air,9 Air,AQ,JYH
781,https://en.wikipedia.org/wiki/Colorful_Guizhou_Airlines,Colorful Guizhou Airlines,GY,CGZ
782,https://en.wikipedia.org/wiki/Dalian_Airlines,Dalian Airlines,CA,CCD
783,https://en.wikipedia.org/wiki/Donghai_Airlines,Donghai Airlines,DZ,EPA
784,https://en.wikipedia.org/wiki/Lion_Air,Lion Air,JT,LNI
785,https://en.wikipedia.org/wiki/LJ_Air,LJ Air,LT,SNG
786,https://en.wikipedia.org/wiki/OTT_Airlines,OTT Airlines,MU[1],OTT[2]
787,https://en.wikipedia.org/wiki/Qingdao_Airlines,Qingdao Airlines,QW,QDA
788,https://en.wikipedia.org/wiki/Shandong_Airlines,Shandong Airlines,SC,CDG
789,https://en.wikipedia.org/wiki/Thai_Lion_Air,Thai Lion Air,SL,TLM
790,https://en.wikipedia.org/wiki/Air_Macau,Air Macau,NX,AMU
791,https://en.wikipedia.org/wiki/Cambodia_Angkor_Air,Cambodia Angkor Air,K6,KHV
792,https://en.wikipedia.org/wiki/Cebu_Pacific,Cebu Pacific,5J,CEB
793,https://en.wikipedia.org/wiki/Grand_China_Air,Grand China Air,CN,GDC
794,https://en.wikipedia.org/wiki/Hong_Kong_Airlines,Hong Kong Airlines,HX,CRK
795,https://en.wikipedia.org/wiki/Jiangxi_Air,Jiangxi Air,RY,CJX
796,https://en.wikipedia.org/wiki/Sky_Angkor_Airlines,Sky Angkor Airlines,ZA,SWM
797,https://en.wikipedia.org/wiki/Tibet_Airlines,Tibet Airlines,TV,TBA
798,https://en.wikipedia.org/wiki/AirAsia,AirAsia,AK,AXM
799,https://en.wikipedia.org/wiki/Cambodia_Airways,Cambodia Airways,KR,KME
800,https://en.wikipedia.org/wiki/Chongqing_Airlines,Chongqing Airlines,OQ,CQN
801,https://en.wikipedia.org/wiki/Hebei_Airlines,Hebei Airlines,NS,HBH
802,https://en.wikipedia.org/wiki/Himalaya_Airlines,Himalaya Airlines,H9[1],HIM[1]
803,https://en.wikipedia.org/wiki/Thai_AirAsia,Thai AirAsia,FD,AIQ
804,https://en.wikipedia.org/wiki/Air_Guilin,Air Guilin,GT[1],CGH[1]
805,https://en.wikipedia.org/wiki/Bangkok_Airways,Bangkok Airways,PG,BKP
806,https://en.wikipedia.org/wiki/Fuzhou_Airlines,Fuzhou Airlines,FU,FZA
807,https://en.wikipedia.org/wiki/Kunming_Airlines,Kunming Airlines,KY,KNA
808,https://en.wikipedia.org/wiki/Suparna_Airlines,Suparna Airlines,Y8,YZR
809,https://en.wikipedia.org/wiki/Thai_Smile,Thai Smile,WE,THD
810,https://en.wikipedia.org/wiki/Uni_Air,Uni Air,B7,UIA
811,https://en.wikipedia.org/wiki/Air_Chang%27an,Air Changan,9H,CGN
812,https://en.wikipedia.org/wiki/JC_International_Airlines,JC International Airlines,QD,JCC
813,https://en.wikipedia.org/wiki/Joy_Air,Joy Air,JR,JOY
814,https://en.wikipedia.org/wiki/Lanmei_Airlines,Lanmei Airlines,LQ,MKR
815,https://en.wikipedia.org/wiki/Mandarin_Airlines,Mandarin Airlines,AE,MDA
816,https://en.wikipedia.org/wiki/Myanmar_Airways_International,Myanmar Airways International,8M,MMA
817,https://en.wikipedia.org/wiki/Ruili_Airlines,Ruili Airlines,DR[1],RLH[1]
818,https://en.wikipedia.org/wiki/Sriwijaya_Air,Sriwijaya Air,SJ,SJY
819,https://en.wikipedia.org/wiki/Citilink,Citilink,QG,CTV
820,https://en.wikipedia.org/wiki/Air_Travel_(airline),Air Travel (airline),A6,OTC
821,https://en.wikipedia.org/wiki/Batik_Air_Malaysia,Batik Air Malaysia,OD,MXD
822,https://en.wikipedia.org/wiki/Lao_Airlines,Lao Airlines,QV,LAO
823,https://en.wikipedia.org/wiki/Philippines_AirAsia,Philippines AirAsia,Z2,APG
824,https://en.wikipedia.org/wiki/US-Bangla_Airlines,US-Bangla Airlines,BS,UBG
825,https://en.wikipedia.org/wiki/Batik_Air,Batik Air,ID,BTK
826,https://en.wikipedia.org/wiki/Air_Asia,AirAsia,AK,AXM
827,https://en.wikipedia.org/wiki/Pacific_Airlines,Pacific Airlines,BL,PIC
828,https://en.wikipedia.org/wiki/Air_Busan,Air Busan,BX,ABL
829,https://en.wikipedia.org/wiki/Jeju_Air,Jeju Air,7C,JJA
830,https://en.wikipedia.org/wiki/Jetstar_Asia_Airways,Jetstar Asia Airways,3K,JSA
831,https://en.wikipedia.org/wiki/Thai_VietJet_Air,Thai VietJet Air,VZ,TVJ
832,https://en.wikipedia.org/wiki/Spring_Airlines_Japan,Spring Airlines Japan,IJ,SJO
833,https://en.wikipedia.org/wiki/Jetstar_Pacific,Pacific Airlines,BL,PIC
834,https://en.wikipedia.org/wiki/Nok_Air,Nok Air,DD,NOK
835,https://en.wikipedia.org/wiki/Maldivian_(airline),Maldivian (airline),Q2,DQA
836,https://en.wikipedia.org/wiki/Pacific_Airlines_(Vietnam),Pacific Airlines,BL,PIC
837,https://en.wikipedia.org/wiki/Royal_Air_Philippines,Royal Air Philippines,RW,RYL
838,https://en.wikipedia.org/wiki/Okay_Airlines,Okay Airways,BK,OKA
839,https://en.wikipedia.org/wiki/Jin_Air,Jin Air,LJ,JNA
