,QID,itemLabel,icao,iata,max_population,lon,lat,alt_in_m,max_rwy_lenght_m,max_passengers19,maxpax,traffic_source_url,wdpa_link,wpda_iata,wpda_icao,wpda_passengers,wpda_movements,wpda_year_data
382,Q484718,Yeosu Airport,RKJY,RSU,273761,127.61666666667,34.842327777778,16,,635637,1115699,https://www.airport.kr/co/en/cpr/statisticOfLocalAirport.do#none,https://en.wikipedia.org/wiki/Yeosu_Airport,RSU,RKJY,"635,637","5,002",(2019)
383,Q952609,Altai Airport,ZMAT,LTI,15800,96.219166666667,46.375833333333,2202,,,,,https://en.wikipedia.org/wiki/Altai_Airport,LTI,ZMAT,"11,000",,(2013
384,Q1635473,Arvaikheer Airport,ZMAH,AVK,,102.79916666667,46.2525,1783,,,,,https://en.wikipedia.org/wiki/Arvaikheer_Airport,AVK,ZMAH,800,,(2006
385,Q1330977,Bayankhongor Airport,ZMBH,BYN,,100.7,46.170555555556,1849,,,,,https://en.wikipedia.org/wiki/Bayankhongor_Airport,BYN,ZMBH,"10,300",,(2013
386,Q1635483,Bulgan Airport,ZMBN,UGA,,103.48416666667,48.854166666667,1303,,,,,https://en.wikipedia.org/wiki/Bulgan_Airport,UGA,ZMBN,,,
387,Q1431182,Dalanzadgad Airport,ZMDZ,DLZ,19396,104.36694444444,43.608611111111,1454,,,,,https://en.wikipedia.org/wiki/Dalanzadgad_Airport,DLZ,ZMDZ,"40,000",,(2012
388,Q2984444,Khovd Airport,ZMKD,HVD,,91.625833333333,47.961388888889,1451,,,,,https://en.wikipedia.org/wiki/Khovd_Airport,HVD,ZMKD,31926,,(2012
389,Q2984299,Mörön Airport,ZMMN,MXV,134530,100.09916666667,49.663055555556,396.8503812,,,,,https://en.wikipedia.org/wiki/M%C3%B6r%C3%B6n_Airport,MXV,ZMMN,13000,,(2010
390,Q1626999,Ulaangom Airport,ZMUG,ULO,,92.079722222222,49.973333333333,1459,,,,,https://en.wikipedia.org/wiki/Ulaangom_Airport,ULO,ZMUG,"13,602",,(2016
391,Q14697701,Chinggis Khaan International Airport,ZMCK,UBN,,106.81876,47.64338,1366,,,,,https://en.wikipedia.org/wiki/Chinggis_Khaan_International_Airport,UBN,ZMCK,,,
392,Q650361,Matsu Beigan Airport,RCMT,MFK,2365,120.0025,26.223888888889,12,1150,90350,102428,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=20899,https://en.wikipedia.org/wiki/Beigan_Airport,MFK,RCMT,,,
