,QID,itemLabel,icao,iata,max_population,lon,lat,alt_in_m,max_rwy_lenght_m,max_passengers19,maxpax,traffic_source_url,wdpa_link,wpda_iata,wpda_icao,wpda_passengers,wpda_movements,wpda_year_data
141,Q3299637,El Loa Airport,SCCF,CJC,157575,-68.90361111,-22.48972222,2299,,,1441656,http://www.jac.gob.cl/wp-content/uploads/2016/01/ResumenMensualEstadisticasDiciembre2015.xls,https://en.wikipedia.org/wiki/El_Loa_Airport,CJC,SCCF,"315,725",,(2006)
142,Q127721,Carriel Sur International Airport,SCIE,CCP,147831,-73.063055555556,-36.7725,7,,,1112320,http://www.jac.gob.cl/wp-content/uploads/2023/01/ResumenMensualEstadisticasDiciembre2022-1.xls,https://en.wikipedia.org/wiki/Carriel_Sur_International_Airport,CCP,SCIE,1.664.824,,(2019)
143,Q12692185,Chamonate Airport,SCHA,,150804,-70.413612,-27.296667,291,,,,,https://en.wikipedia.org/wiki/Chamonate_Airport,,SCHA,,,
144,Q1070747,Mataveri International Airport,SCIP,IPC,7163,-109.42166666667,-27.164722222222,69.1897362,,,225402,http://www.jac.gob.cl/wp-content/uploads/2015/02/ResumenMensualEstadisticasDiciembre2012-1.xls,https://en.wikipedia.org/wiki/Mataveri_International_Airport,IPC,SCIP,,,
145,Q2160889,Ricardo García Posada Airport,SCES,ESR,,-69.765277777778,-26.311111111111,1597,2300,,21154,http://www.jac.gob.cl/wp-content/uploads/2015/02/ResumenMensualEstadisticasDiciembre2012-1.xls,https://en.wikipedia.org/wiki/Ricardo_Garc%C3%ADa_Posada_Airport,ESR,SCES,,,
146,Q1431221,Diego Aracena International Airport,SCDA,IQQ,188003,-70.181275,-20.535222222222,47,,,1340607,http://www.jac.gob.cl/wp-content/uploads/2023/01/ResumenMensualEstadisticasDiciembre2022-1.xls,https://en.wikipedia.org/wiki/Diego_Aracena_International_Airport,IQQ,SCDA,,,
147,Q581901,La Florida Airport,SCSE,LSC,195382,-71.19944444,-29.91611111,146,,,1024185,http://www.jac.gob.cl/wp-content/uploads/2015/02/ResumenMensualEstadisticasDiciembre2013.xls,https://en.wikipedia.org/wiki/La_Florida_Airport_(Chile),LSC,SCSE,,,
148,Q1927801,Cañal Bajo Carlos Hott Siebert Airport,SCJO,ZOS,147460,-73.060555555556,-40.611388888889,60,,,148938,http://www.jac.gob.cl/wp-content/uploads/2022/01/2021-Trafico-entre-pares-de-ciudades-Nacional.xls,https://en.wikipedia.org/wiki/Ca%C3%B1al_Bajo_Carlos_Hott_Siebert_Airport,ZOS,SCJO,,,
149,Q2756149,El Tepual Airport,SCTE,PMC,,-73.093888888889,-41.438611111111,89,,,1485959,http://www.jac.gob.cl/wp-content/uploads/2023/01/ResumenMensualEstadisticasDiciembre2022-1.xls,https://en.wikipedia.org/wiki/El_Tepual_International_Airport,PMC,SCTE,"1,117,311",,(2012)
150,Q919952,Presidente Carlos Ibáñez del Campo International Airport,SCCI,PUQ,123403,-70.854444444444,-53.0025,42.3672834,,,994971,http://www.jac.gob.cl/wp-content/uploads/2015/02/ResumenMensualEstadisticasDiciembre2013.xls,https://en.wikipedia.org/wiki/Presidente_Carlos_Ib%C3%A1%C3%B1ez_del_Campo_International_Airport,PUQ,SCCI,1.323.156,,(2019)
151,Q427003,Pucón Airport,SCPC,ZPC,28923,-71.920833333333,-39.291388888889,263,,,4986,http://www.jac.gob.cl/wp-content/uploads/2015/02/ResumenMensualEstadisticasDiciembre2012-1.xls,https://en.wikipedia.org/wiki/Puc%C3%B3n_Airport,ZPC,SCPC,,,
152,Q127671,Arturo Merino Benítez International Airport,SCEL,SCL,6257516,-70.785555555556,-33.392777777778,473.964933,3800,24645705,24645705,https://presse.groupeadp.fr/trafic-passagers-2019/?lang=fr,https://en.wikipedia.org/wiki/Arturo_Merino_Ben%C3%ADtez_International_Airport,SCL,SCEL,"20,343,476",,(2022)
153,Q1030915,Maquehue Airport,SCTC,PZS,282415,-72.637222222222,-38.766944444444,92,,,674596,http://www.jac.gob.cl/wp-content/uploads/2015/02/ResumenMensualEstadisticasDiciembre2013.xls,https://en.wikipedia.org/wiki/Temuco_Maquehue_Airport,PZS,SCTC,,,
154,Q1433154,Pichoy Airport,SCVD,ZAL,150048,-73.086111111111,-39.649722222222,18,,,229993,http://www.jac.gob.cl/wp-content/uploads/2015/02/ResumenMensualEstadisticasDiciembre2012-1.xls,https://en.wikipedia.org/wiki/Pichoy_Airport,ZAL,SCVD,,,
155,Q3498820,Antonio Roldán Betancourt Airport,SKLC,APO,121003,-76.71341,7.81117,14,,214973,261396,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20-%20Diciembre%202021.xlsx?Web=1,https://en.wikipedia.org/wiki/Antonio_Rold%C3%A1n_Betancur_Airport,APO,SKLC,"90,205",,(2020)
156,Q2232461,Santiago Pérez Quiroz Airport,SKUC,AUC,96814,-70.736944444444,7.0688888888889,129,,132487,164759,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/Santiago_P%C3%A9rez_Quiroz_Airport,AUC,SKUC,,,
157,Q2670829,El Edén International Airport,SKAR,AXM,301226,-75.766388888889,4.4525,1216.154394,,463104,637844,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/El_Ed%C3%A9n_International_Airport,AXM,SKAR,352.897,"14,002",(2012)
158,Q2902785,José Celestino Mutis Airport,SKBS,BSC,,-77.39444444,6.20277778,20,,73093,87354,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/Jos%C3%A9_Celestino_Mutis_Airport,BSC,SKBS,,,
159,Q2233094,Yariguíes Airport,SKEJ,EJA,210729,-73.806666666667,7.0244444444444,125,,145488,223983,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/Yarigu%C3%ADes_Airport,EJA,SKEJ,,,
